fecha,texto,emocion
2020-07-23,Un peso en el pecho cuando pienso en el futuro.,tristeza
2023-07-25,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-10-04,Estoy exasperado porque no cumplieron su promesa.,enojo
2023-01-16,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-11-16,Me siento abatido desde que mudaron lejos.,tristeza
2021-09-21,Entre el trabajo y los quehaceres domésticos no puedo concentrarme.,estrés
2023-06-25,Estoy frustrado porque me criticaron sin razón.,enojo
2023-08-15,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-01-04,Mi familiar me hizo sentir resentido al hablar en público.,enojo
2024-08-31,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2022-10-18,Tengo miedo de que me juzguen.,ansiedad
2024-02-14,Disfruté una conversación significativa siempre me llena de energía.,felicidad
2020-11-03,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2020-08-04,Tengo miedo de que fracase.,ansiedad
2020-06-01,No soporto cuando no cumplieron su promesa!,enojo
2023-07-01,Hoy experimenté un tiempo con mi familia y me siento eufórico.,felicidad
2021-11-23,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-07-03,No puedo hablar en público sin sentir temblores.,ansiedad
2023-05-12,Estoy indignado porque rompieron mis pertenencias.,enojo
2021-08-15,Descubrí un logro personal siempre me inspira.,felicidad
2023-08-14,Estoy resentido porque no cumplieron su promesa.,enojo
2020-12-06,Mi pareja me hizo sentir frustrado al hablar en público.,enojo
2022-04-03,El tráfico me tiene al límite.,estrés
2020-02-19,Un peso en el pecho cuando pienso en el futuro.,tristeza
2022-12-15,Hoy experimenté un momento de paz y me siento entusiasmado.,felicidad
2023-09-26,No puedo hablar en público sin sentir mareos.,ansiedad
2021-10-15,Hoy experimenté un logro personal y me siento entusiasmado.,felicidad
2021-02-01,Qué eufórico día para un logro personal.,felicidad
2023-06-26,Necesito organizarme mejor pero no tengo tiempo...,estrés
2023-05-30,El plazos ajustados me tiene al límite.,estrés
2020-11-27,Necesito organizarme mejor pero me falta energía.,estrés
2022-11-16,Necesito delegar tareas pero no tengo tiempo.,estrés
2024-05-26,No soporto cuando me criticaron sin razón.,enojo
2023-12-14,Me siento abatido desde que perdí mi trabajo.,tristeza
2021-12-07,Estoy exasperado porque no cumplieron su promesa.,enojo
2022-06-22,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-11-13,Me siento desolado desde que mudaron lejos.,tristeza
2020-05-16,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-08-19,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2024-06-23,No soporto cuando no cumplieron su promesa.,enojo
2022-05-17,Estoy irritado porque no cumplieron su promesa.,enojo
2024-02-01,No puedo hablar en público sin sentir mareos.,ansiedad
2021-12-18,No soporto cuando me criticaron sin razón.,enojo
2023-09-18,Tengo miedo de que pierda el control.,ansiedad
2021-09-27,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-04-29,Estoy indignado porque rompieron mis pertenencias.,enojo
2022-03-23,Hoy experimenté un tiempo con mi familia y me siento optimista.,felicidad
2021-10-28,No soporto cuando no cumplieron su promesa.,enojo
2021-07-16,El ruido constante me tiene al límite.,estrés
2021-07-02,Qué pleno día para un momento de paz.,felicidad
2024-11-11,Me siento abatido desde que mudaron lejos.,tristeza
2022-09-09,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-07-30,Disfruté una conversación significativa siempre me inspira.,felicidad
2020-02-17,Estoy exasperado porque rompieron mis pertenencias.,enojo
2023-11-21,Entre el cuidado de los niños y los quehaceres domésticos no puedo concentrarme.,estrés
2022-01-12,Entre el trabajo y el proyecto final no puedo dormir bien.,estrés
2023-09-01,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-08-27,Necesito pedir ayuda pero no me escuchan.,estrés
2024-06-01,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2021-06-20,Hoy compartí un tiempo con mi familia y me siento agradecido.,felicidad
2021-01-13,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2021-04-04,Tengo miedo de que fracase.,ansiedad
2024-06-20,No soporto cuando me ignoraron en la reunión.,enojo
2020-01-22,Qué eufórico día para un momento de paz.,felicidad
2021-09-29,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2021-08-21,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-06-14,Tengo miedo de que fracase.,ansiedad
2021-05-07,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-01-09,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2021-11-22,Mi familiar me hizo sentir irritado al tomar decisiones.,enojo
2022-10-30,No soporto cuando me criticaron sin razón.,enojo
2020-09-08,Qué optimista día para un tiempo con mi familia.,felicidad
2023-10-08,Mi mente no deja de pensar en lo que dijeron de mí...,ansiedad
2020-02-05,Mi vecino me hizo sentir exasperado al tomar decisiones...,enojo
2022-12-19,Mi pareja me hizo sentir exasperado al tomar decisiones.,enojo
2024-07-10,Descubrí un logro personal siempre me motiva.,felicidad
2020-11-29,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-12-12,No soporto cuando no cumplieron su promesa.,enojo
2022-10-20,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-04-23,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-01-21,No soporto cuando me criticaron sin razón.,enojo
2020-11-18,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-07-06,Tengo miedo de que todo salga mal.,ansiedad
2024-11-03,Qué eufórico día para un tiempo con mi familia.,felicidad
2022-09-22,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-05-24,No soporto cuando me ignoraron en la reunión.,enojo
2024-10-31,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2024-03-21,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-04-15,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-08-04,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2024-07-27,Necesito un descanso pero no tengo tiempo.,estrés
2020-05-28,Entre el cuidado de los niños y los quehaceres domésticos no puedo concentrarme.,estrés
2021-08-09,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2021-08-06,Estoy exasperado porque no cumplieron su promesa.,enojo
2022-03-19,Estoy exasperado porque no cumplieron su promesa.,enojo
2022-10-13,No soporto cuando rompieron mis pertenencias.,enojo
2023-04-02,Logré un tiempo con mi familia siempre me llena de energía.,felicidad
2020-10-02,Entre el trabajo y las deudas no puedo relajarme.,estrés
2020-06-18,Estoy exasperado porque rompieron mis pertenencias.,enojo
2021-11-26,El plazos ajustados me tiene al límite.,estrés
2022-03-19,Me siento desanimado desde que perdí mi trabajo.,tristeza
2024-10-22,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-08-23,Hoy descubrí una caminata al aire libre y me siento pleno.,felicidad
2023-07-26,Qué optimista día para una conversación significativa.,felicidad
2024-08-30,El tráfico me tiene al límite.,estrés
2024-10-29,No puedo tomar decisiones sin sentir temblores.,ansiedad
2023-08-09,Estoy frustrado porque rompieron mis pertenencias.,enojo
2023-04-14,Mi familiar me hizo sentir frustrado al tomar decisiones.,enojo
2021-08-13,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2022-03-23,No puedo tomar decisiones sin sentir temblores.,ansiedad
2021-10-26,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2022-04-19,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2024-06-02,No puedo hablar en público sin sentir mareos.,ansiedad
2022-10-06,Qué agradecido día para un logro personal!,felicidad
2021-04-20,Tengo miedo de que fracase.,ansiedad
2021-04-20,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2022-02-21,Una opresión en el pecho cuando escucho esa canción.,tristeza
2023-01-22,Mi jefe me hizo sentir exasperado al tomar decisiones.,enojo
2024-05-20,No puedo hablar en público sin sentir temblores.,ansiedad
2020-05-12,El ruido constante me tiene al límite.,estrés
2022-07-15,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-10-27,Estoy irritado porque no cumplieron su promesa!,enojo
2020-11-16,Hoy descubrí una caminata al aire libre y me siento entusiasmado.,felicidad
2023-03-09,Descubrí un tiempo con mi familia siempre me da paz.,felicidad
2022-09-01,No soporto cuando me criticaron sin razón.,enojo
2023-02-06,Mi vecino me hizo sentir indignado al hablar en público.,enojo
2022-01-29,Entre el trabajo y las deudas no puedo priorizar.,estrés
2022-07-06,Estoy resentido porque no cumplieron su promesa.,enojo
2021-07-15,El plazos ajustados me tiene al límite.,estrés
2022-05-16,Me siento desanimado desde que terminó nuestra relación.,tristeza
2023-12-29,Tengo miedo de que me juzguen.,ansiedad
2022-05-10,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2023-11-21,Hoy disfruté una conversación significativa y me siento pleno.,felicidad
2024-08-03,No puedo hablar en público sin sentir mareos.,ansiedad
2022-03-11,Qué entusiasmado día para una caminata al aire libre.,felicidad
2023-11-07,El ruido constante me tiene al límite.,estrés
2023-08-26,Hoy compartí un tiempo con mi familia y me siento agradecido.,felicidad
2022-12-28,Mi familiar me hizo sentir exasperado al tomar decisiones.,enojo
2024-08-17,El tráfico me tiene al límite.,estrés
2022-07-27,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-02-13,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2023-12-01,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2023-10-21,Qué pleno día para un tiempo con mi familia.,felicidad
2020-10-26,No soporto cuando me criticaron sin razón.,enojo
2024-05-07,Qué optimista día para un tiempo con mi familia.,felicidad
2020-05-30,Qué eufórico día para una conversación significativa.,felicidad
2023-10-22,Mi vecino me hizo sentir irritado al confrontar a alguien!,enojo
2024-12-01,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-11-07,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-01-06,Tengo miedo de que pierda el control.,ansiedad
2021-07-24,Entre los estudios y las deudas no puedo priorizar.,estrés
2020-05-02,Estoy indignado porque me criticaron sin razón.,enojo
2020-04-20,Estoy frustrado porque me ignoraron en la reunión.,enojo
2021-05-20,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-09-01,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2023-02-10,Necesito delegar tareas pero no me escuchan.,estrés
2020-12-07,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2024-05-29,Mi jefe me hizo sentir indignado al confrontar a alguien.,enojo
2021-03-09,No soporto cuando no cumplieron su promesa.,enojo
2023-12-31,Mi vecino me hizo sentir exasperado al tomar decisiones.,enojo
2021-01-17,Experimenté una conversación significativa siempre me da paz.,felicidad
2024-03-24,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-04-17,No puedo hablar en público sin sentir temblores.,ansiedad
2023-09-16,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-01-02,Qué optimista día para un momento de paz.,felicidad
2020-05-15,El plazos ajustados me tiene al límite.,estrés
2022-12-28,Me siento nostálgico desde que terminó nuestra relación!,tristeza
2020-03-11,Mi jefe me hizo sentir irritado al hablar en público.,enojo
2020-08-22,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2020-08-31,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-05-07,Un peso en el pecho cuando escucho esa canción...,tristeza
2024-05-23,Hoy logré un tiempo con mi familia y me siento eufórico.,felicidad
2021-09-04,Experimenté un momento de paz siempre me llena de energía.,felicidad
2022-12-11,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-02-02,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-12-18,El ruido constante me tiene al límite.,estrés
2023-06-02,Me siento desanimado desde que perdí mi trabajo.,tristeza
2022-09-19,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-09-05,El jefe exigente me tiene al límite.,estrés
2024-10-10,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2021-10-31,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2020-01-11,Mi vecino me hizo sentir exasperado al confrontar a alguien.,enojo
2024-03-27,Tengo miedo de que pierda el control.,ansiedad
2021-04-23,Compartí un logro personal siempre me alegra.,felicidad
2022-05-17,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-06-03,Qué optimista día para una conversación significativa.,felicidad
2022-08-26,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-11-11,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-06-03,Mi familiar me hizo sentir resentido al hablar en público.,enojo
2021-03-08,El plazos ajustados me tiene al límite.,estrés
2023-01-30,Qué optimista día para un tiempo con mi familia.,felicidad
2024-01-30,Me siento desanimado desde que perdí mi trabajo.,tristeza
2022-10-26,Entre el cuidado de los niños y las deudas no puedo concentrarme.,estrés
2023-02-08,El ruido constante me tiene al límite.,estrés
2020-12-07,Mi vecino me hizo sentir indignado al confrontar a alguien.,enojo
2022-01-25,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2023-04-15,Entre el cuidado de los niños y el proyecto final no puedo relajarme.,estrés
2020-03-03,Hoy logré un tiempo con mi familia y me siento entusiasmado.,felicidad
2023-06-05,Entre los estudios y las deudas no puedo priorizar.,estrés
2024-05-12,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-02-16,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2023-06-15,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2022-09-03,Me siento desanimado desde que perdí mi trabajo.,tristeza
2020-11-04,Un peso en el pecho cuando pienso en el futuro.,tristeza
2024-07-06,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2024-05-03,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-02-12,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2022-07-09,No soporto cuando me ignoraron en la reunión.,enojo
2021-01-05,Necesito delegar tareas pero no tengo tiempo.,estrés
2024-11-05,Tengo miedo de que me juzguen.,ansiedad
2020-04-01,Disfruté un logro personal siempre me alegra.,felicidad
2020-04-02,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2022-04-19,No soporto cuando me ignoraron en la reunión.,enojo
2023-04-25,Hoy disfruté un tiempo con mi familia y me siento eufórico.,felicidad
2023-03-03,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-05-11,No puedo tomar decisiones sin sentir mareos.,ansiedad
2023-07-31,Tengo miedo de que pierda el control.,ansiedad
2023-07-01,Me siento desanimado desde que terminó nuestra relación.,tristeza
2021-08-07,Mi mente no deja de pensar en el próximo examen.,ansiedad
